maker-21-augustus-gene-31.0-mRNA-1	IPR006769,IPR039055
maker-23-augustus-gene-25.9-mRNA-1	IPR001611,IPR003591
augustus_masked-371-processed-gene-15.11-mRNA-1	IPR000884,IPR010294,IPR010909,IPR013273
maker-247320-augustus-gene-0.2-mRNA-1	IPR001394,IPR028889
snap_masked-16-processed-gene-121.4-mRNA-1	IPR003598,IPR003599,IPR003961,IPR007110,IPR013098,IPR026966
augustus_masked-248155-processed-gene-0.2-mRNA-1	IPR026555
augustus_masked-3-processed-gene-184.3-mRNA-1	IPR002126,IPR013164,IPR013585
maker-55-snap-gene-6.0-mRNA-1	IPR001356
maker-73-augustus-gene-0.1-mRNA-1	IPR003961
maker-18-augustus-gene-126.15-mRNA-1	IPR000734,IPR001024,IPR002333,IPR013818
snap_masked-84-processed-gene-3.22-mRNA-1	IPR001657,IPR001767,IPR003586,IPR003587,IPR033385
maker-247-augustus-gene-5.5-mRNA-1	IPR007603
augustus_masked-398-processed-gene-18.5-mRNA-1	IPR006028,IPR006029,IPR006201,IPR008098
maker-32-augustus-gene-123.8-mRNA-1	IPR013087
augustus_masked-219-processed-gene-31.16-mRNA-1	IPR001841
maker-76-snap-gene-33.8-mRNA-1	IPR000742,IPR001881,IPR011489,IPR033188
maker-21-augustus-gene-58.8-mRNA-1	IPR001452
snap_masked-15-processed-gene-42.16-mRNA-1	IPR031222
maker-153-augustus-gene-9.23-mRNA-1	IPR020616,IPR020617
augustus_masked-15-processed-gene-17.0-mRNA-1	IPR009263
augustus_masked-18-processed-gene-11.0-mRNA-1	IPR000210,IPR006652
maker-236-snap-gene-4.8-mRNA-1	IPR001452,IPR003134,IPR015503
maker-7-augustus-gene-122.14-mRNA-1	IPR001356,IPR017995,IPR020479
maker-380-augustus-gene-41.7-mRNA-1	IPR001494,IPR013598,IPR014877,IPR040485,IPR041123,IPR041235
snap_masked-74-processed-gene-5.15-mRNA-1	IPR002049,IPR002350,IPR003645
maker-61-snap-gene-2.6-mRNA-1	IPR013260
maker-7-augustus-gene-226.5-mRNA-1	IPR001128,IPR002403
maker-109-augustus-gene-43.20-mRNA-1	IPR001810,IPR039940
augustus_masked-326-processed-gene-8.18-mRNA-1	IPR012584,IPR042859
maker-245245-snap-gene-0.2-mRNA-1	IPR013649
augustus_masked-99-processed-gene-54.1-mRNA-1	IPR010326
augustus_masked-112052-processed-gene-0.9-mRNA-1	IPR000834
maker-6-augustus-gene-265.5-mRNA-1	IPR000203,IPR000483,IPR000832,IPR001611,IPR001879,IPR003591,IPR003599,IPR007110,IPR013098,IPR017981
augustus_masked-28-processed-gene-2.26-mRNA-1	IPR004843,IPR006186,IPR031675,IPR037981
snap_masked-13-processed-gene-187.4-mRNA-1	IPR002816,IPR040230
snap_masked-43-processed-gene-32.8-mRNA-1	IPR040760
maker-8-snap-gene-177.5-mRNA-1	IPR001791
maker-64-augustus-gene-37.3-mRNA-1	IPR001128,IPR002401,IPR032971
snap_masked-1-processed-gene-194.1-mRNA-1	IPR000917,IPR003599,IPR007110,IPR013106
maker-282-augustus-gene-3.21-mRNA-1	IPR000183,IPR002433,IPR022644,IPR031173
augustus_masked-4-processed-gene-310.14-mRNA-1	IPR029631
maker-49-snap-gene-36.3-mRNA-1	IPR000953,IPR017984,IPR023780,IPR033773
snap_masked-18-processed-gene-10.34-mRNA-1	IPR007110,IPR013098
maker-77-augustus-gene-3.13-mRNA-1	IPR005024
snap_masked-257223-processed-gene-0.1-mRNA-1	IPR000719,IPR001245,IPR020635
snap_masked-386-processed-gene-0.16-mRNA-1	IPR001611
maker-472-augustus-gene-7.0-mRNA-1	IPR013766
maker-398-snap-gene-5.4-mRNA-1	IPR000330,IPR000953,IPR001650,IPR001965,IPR009462,IPR009463,IPR012957,IPR012958,IPR014001,IPR019787,IPR023780,IPR028727
snap_masked-371-processed-gene-16.12-mRNA-1	IPR001356
snap_masked-340-processed-gene-1.32-mRNA-1	IPR028881,IPR028889
maker-306-augustus-gene-3.13-mRNA-1	IPR001267
maker-265-augustus-gene-0.11-mRNA-1	IPR019368
snap_masked-110843-processed-gene-0.2-mRNA-1	IPR008662
augustus_masked-67-processed-gene-32.12-mRNA-1	IPR024832,IPR024835,IPR040560,IPR041322
maker-26-augustus-gene-85.5-mRNA-1	IPR005024
maker-34-augustus-gene-31.6-mRNA-1	IPR002546,IPR011598,IPR022032,IPR039704
snap_masked-3-processed-gene-69.18-mRNA-1	IPR038877
snap_masked-158-processed-gene-23.13-mRNA-1	IPR012576
maker-326-augustus-gene-16.8-mRNA-1	IPR000315,IPR001841,IPR001870,IPR003877,IPR003879,IPR006574,IPR027370
snap_masked-34-processed-gene-31.19-mRNA-1	IPR000210,IPR003131,IPR003974,IPR028325
augustus_masked-203879-processed-gene-0.1-mRNA-1	IPR000195,IPR040149
maker-158-snap-gene-32.15-mRNA-1	IPR001630,IPR003102,IPR004827,IPR029802
snap_masked-55-processed-gene-2.10-mRNA-1	IPR040700
maker-4-snap-gene-159.2-mRNA-1	IPR000047,IPR001356,IPR020479
maker-187-snap-gene-1.41-mRNA-1	IPR001394,IPR028889
maker-472-augustus-gene-14.9-mRNA-1	IPR029304
maker-10-snap-gene-79.5-mRNA-1	IPR006050
maker-218-snap-gene-2.3-mRNA-1	IPR004182,IPR031968
maker-6-snap-gene-50.15-mRNA-1	IPR000719
augustus_masked-436-processed-gene-7.25-mRNA-1	IPR026247
maker-113190-augustus-gene-0.5-mRNA-1	IPR026642
maker-4-augustus-gene-211.9-mRNA-1	IPR000615,IPR021134
maker-59-augustus-gene-189.11-mRNA-1	IPR002129,IPR010977
snap_masked-275-processed-gene-3.1-mRNA-1	IPR031692
augustus_masked-93-processed-gene-4.26-mRNA-1	IPR002014,IPR004152,IPR027429
maker-17-snap-gene-64.7-mRNA-1	IPR029264
maker-243-snap-gene-8.4-mRNA-1	IPR001356,IPR003654
maker-109-augustus-gene-47.26-mRNA-1	IPR000569,IPR017868
maker-17-snap-gene-28.3-mRNA-1	IPR001279
augustus_masked-52-processed-gene-4.0-mRNA-1	IPR001322
maker-16-augustus-gene-56.0-mRNA-1	IPR006652
augustus_masked-245207-processed-gene-0.4-mRNA-1	IPR009038,IPR015720
maker-34-snap-gene-10.11-mRNA-1	IPR001978
maker-7-snap-gene-6.20-mRNA-1	IPR027911,IPR040219
augustus_masked-248411-processed-gene-0.8-mRNA-1	IPR001611
maker-251038-augustus-gene-0.8-mRNA-1	IPR013087,IPR031799,IPR039882
maker-13-snap-gene-4.7-mRNA-1	IPR000719,IPR002110,IPR010513,IPR020683
maker-16-augustus-gene-21.4-mRNA-1	IPR000219,IPR001849
augustus_masked-34-processed-gene-31.10-mRNA-1	IPR003968,IPR005403,IPR005821,IPR028325
snap_masked-422-processed-gene-11.34-mRNA-1	IPR014883,IPR033315
maker-64-snap-gene-30.2-mRNA-1	IPR000742,IPR001881,IPR017878
maker-295-augustus-gene-26.0-mRNA-1	IPR001680,IPR017986,IPR020472,IPR040324
snap_masked-29-processed-gene-46.11-mRNA-1	IPR001683
maker-9-snap-gene-19.18-mRNA-1	IPR002350,IPR003645,IPR015369,IPR019577,IPR037641
maker-27-augustus-gene-100.3-mRNA-1	IPR007863,IPR011765,IPR037718
maker-315-augustus-gene-0.24-mRNA-1	IPR025946
maker-59-snap-gene-182.8-mRNA-1	IPR000845
maker-13-augustus-gene-216.4-mRNA-1	IPR022065
maker-282-snap-gene-4.23-mRNA-1	IPR027702,IPR039008
maker-2-augustus-gene-133.8-mRNA-1	IPR000204,IPR000276,IPR004060,IPR017452
snap_masked-67-processed-gene-2.13-mRNA-1	IPR001623
maker-34-augustus-gene-12.5-mRNA-1	IPR013025
maker-68-augustus-gene-48.4-mRNA-1	IPR000868
maker-87-augustus-gene-11.1-mRNA-1	IPR000048,IPR000299,IPR000857,IPR001452,IPR001609,IPR019748,IPR019749
snap_masked-337-processed-gene-1.33-mRNA-1	IPR016641
augustus_masked-32-processed-gene-42.1-mRNA-1	IPR040415
augustus_masked-11-processed-gene-84.1-mRNA-1	IPR000210,IPR003131,IPR003968,IPR003969,IPR005821,IPR028325
snap_masked-277-processed-gene-3.18-mRNA-1	IPR000904
maker-422-snap-gene-4.3-mRNA-1	IPR019535
maker-210-augustus-gene-5.20-mRNA-1	IPR001747,IPR039988
maker-47-snap-gene-12.15-mRNA-1	IPR008853
maker-10-augustus-gene-24.3-mRNA-1	IPR000719
augustus_masked-323-processed-gene-62.31-mRNA-1	IPR002347
augustus_masked-32-processed-gene-214.2-mRNA-1	IPR015865,IPR023468
maker-13-augustus-gene-23.8-mRNA-1	IPR001781
augustus_masked-1-processed-gene-120.12-mRNA-1	IPR000718,IPR008753,IPR018497
augustus_masked-460-processed-gene-0.10-mRNA-1	IPR031671
maker-419-augustus-gene-0.40-mRNA-1	IPR001478
snap_masked-157-processed-gene-1.28-mRNA-1	IPR003502
maker-48-augustus-gene-12.1-mRNA-1	IPR001936,IPR039360
maker-433-snap-gene-1.29-mRNA-1	IPR001715
maker-45-snap-gene-19.16-mRNA-1	IPR023246
maker-146-snap-gene-20.7-mRNA-1	IPR000175
augustus_masked-136-processed-gene-0.19-mRNA-1	IPR013094
maker-15-snap-gene-37.6-mRNA-1	IPR014369,IPR025714
maker-34-augustus-gene-26.11-mRNA-1	IPR000242,IPR000387,IPR003595,IPR008356
maker-264-augustus-gene-0.24-mRNA-1	IPR000719
snap_masked-353-processed-gene-0.6-mRNA-1	IPR006985
augustus_masked-75-processed-gene-4.83-mRNA-1	IPR024110
snap_masked-84-processed-gene-1.26-mRNA-1	IPR015726
maker-54-snap-gene-10.1-mRNA-1	IPR001611,IPR040091
snap_masked-445-processed-gene-0.10-mRNA-1	IPR003598,IPR003599,IPR007110,IPR013106,IPR042757
maker-17-snap-gene-52.4-mRNA-1	IPR022742
maker-29-snap-gene-1.9-mRNA-1	IPR000971,IPR002338,IPR002339
maker-14-augustus-gene-113.0-mRNA-1	IPR002466,IPR014720
maker-22-augustus-gene-40.13-mRNA-1	IPR005468,IPR005469
snap_masked-323-processed-gene-52.10-mRNA-1	IPR011421
augustus_masked-2-processed-gene-127.2-mRNA-1	IPR001810,IPR003617,IPR010684,IPR017923
augustus_masked-227-processed-gene-2.0-mRNA-1	IPR005331,IPR018011
maker-38-augustus-gene-20.3-mRNA-1	IPR020443,IPR020444
maker-43-augustus-gene-18.4-mRNA-1	IPR003598,IPR003599,IPR007110
maker-59-snap-gene-176.3-mRNA-1	IPR002058,IPR002934,IPR040137
augustus_masked-5-processed-gene-7.0-mRNA-1	IPR019142
augustus_masked-112833-processed-gene-0.8-mRNA-1	IPR002126,IPR013164,IPR032455
snap_masked-371-processed-gene-2.17-mRNA-1	IPR033185
maker-205-augustus-gene-9.13-mRNA-1	IPR001084,IPR027324,IPR030797
augustus_masked-48-processed-gene-12.19-mRNA-1	IPR008608
augustus_masked-318-processed-gene-31.7-mRNA-1	IPR007735,IPR039797
snap_masked-68-processed-gene-4.3-mRNA-1	IPR015211,IPR033577
snap_masked-13-processed-gene-96.16-mRNA-1	IPR025894
maker-16-augustus-gene-146.0-mRNA-1	IPR007741,IPR040049
maker-218-snap-gene-1.23-mRNA-1	IPR000860,IPR022417,IPR022418
snap_masked-29-processed-gene-18.4-mRNA-1	IPR025670
snap_masked-29-processed-gene-18.2-mRNA-1	IPR000504
maker-229-snap-gene-3.9-mRNA-1	IPR019407
maker-1-snap-gene-143.0-mRNA-1	IPR000261,IPR002048
snap_masked-186-processed-gene-4.49-mRNA-1	IPR000159,IPR000299,IPR000857,IPR001849,IPR019748,IPR019749
maker-23-augustus-gene-2.3-mRNA-1	IPR002048
maker-9-snap-gene-81.11-mRNA-1	IPR033023
snap_masked-150-processed-gene-1.31-mRNA-1	IPR030379
maker-299-augustus-gene-1.27-mRNA-1	IPR001810,IPR026941
augustus_masked-110548-processed-gene-0.3-mRNA-1	IPR001312,IPR022672,IPR022673
maker-84-snap-gene-1.1-mRNA-1	IPR000198,IPR002219
maker-40-snap-gene-6.3-mRNA-1	IPR018612,IPR042816
augustus_masked-282-processed-gene-2.6-mRNA-1	IPR002017,IPR002048,IPR003108,IPR018159,IPR029926
maker-283-snap-gene-4.3-mRNA-1	IPR001128,IPR002401,IPR008069
maker-22-snap-gene-41.28-mRNA-1	IPR039689
maker-29-augustus-gene-38.5-mRNA-1	IPR013766
augustus_masked-101-processed-gene-0.10-mRNA-1	IPR003274,IPR016449,IPR041647
maker-148-augustus-gene-7.13-mRNA-1	IPR026752,IPR033298
maker-111805-snap-gene-0.0-mRNA-1	IPR000719
maker-268-augustus-gene-10.24-mRNA-1	IPR002126,IPR039808
augustus_masked-274-processed-gene-0.6-mRNA-1	IPR001811,IPR039809
maker-418-augustus-gene-2.22-mRNA-1	IPR000008,IPR000909,IPR001192,IPR001711,IPR009535,IPR014815,IPR015359,IPR028403,IPR037862
augustus_masked-26-processed-gene-41.1-mRNA-1	IPR003598,IPR003599,IPR007110,IPR032986
augustus_masked-15-processed-gene-63.1-mRNA-1	IPR000742,IPR001791
maker-191-snap-gene-0.8-mRNA-1	IPR000043,IPR015878
maker-20-snap-gene-10.6-mRNA-1	IPR000720,IPR001258,IPR013017,IPR024548
maker-47-augustus-gene-66.4-mRNA-1	IPR002903
snap_masked-18-processed-gene-118.2-mRNA-1	IPR003150,IPR039779
maker-76-augustus-gene-15.2-mRNA-1	IPR004045,IPR004046,IPR010987
snap_masked-25-processed-gene-98.21-mRNA-1	IPR000407
maker-5-snap-gene-16.10-mRNA-1	IPR013880
maker-99-snap-gene-105.9-mRNA-1	IPR000215,IPR023796
augustus_masked-134-processed-gene-1.7-mRNA-1	IPR000048,IPR042815
maker-13-augustus-gene-14.18-mRNA-1	IPR000960,IPR002253,IPR020946
augustus_masked-113025-processed-gene-0.1-mRNA-1	IPR011598,IPR032655
maker-280-snap-gene-0.21-mRNA-1	IPR001870,IPR003877,IPR003879,IPR006574
maker-39-augustus-gene-116.13-mRNA-1	IPR000306,IPR004012,IPR017455
snap_masked-209-processed-gene-4.29-mRNA-1	IPR003598,IPR003599,IPR007110,IPR013098,IPR013106,IPR033029
augustus_masked-152-processed-gene-0.2-mRNA-1	IPR001680,IPR017986
maker-7-snap-gene-110.14-mRNA-1	IPR003124
augustus_masked-87-processed-gene-9.7-mRNA-1	IPR001611,IPR003591
maker-410-augustus-gene-0.24-mRNA-1	IPR005817
maker-444-augustus-gene-6.51-mRNA-1	IPR003607
snap_masked-67-processed-gene-16.6-mRNA-1	IPR006757,IPR039574
maker-6-snap-gene-186.0-mRNA-1	IPR006977
augustus_masked-13-processed-gene-133.5-mRNA-1	IPR000203,IPR000832,IPR000922,IPR003112,IPR003334,IPR003924,IPR017981,IPR031240,IPR032471
snap_masked-256-processed-gene-0.9-mRNA-1	IPR004859,IPR027073,IPR041412
maker-37-augustus-gene-12.12-mRNA-1	IPR000719
augustus_masked-43-processed-gene-35.11-mRNA-1	IPR019397
maker-13-augustus-gene-224.1-mRNA-1	IPR000326,IPR028675
maker-376-snap-gene-5.0-mRNA-1	IPR000719,IPR000961
augustus_masked-272-processed-gene-15.22-mRNA-1	IPR006940
maker-6-augustus-gene-109.7-mRNA-1	IPR003650,IPR011598
augustus_masked-231-processed-gene-6.41-mRNA-1	IPR001932,IPR015655
maker-22-augustus-gene-38.13-mRNA-1	IPR000742,IPR001881,IPR008160
augustus_masked-241-processed-gene-4.41-mRNA-1	IPR002957,IPR039008
snap_masked-441-processed-gene-1.34-mRNA-1	IPR027197
augustus_masked-50-processed-gene-2.17-mRNA-1	IPR029695
augustus_masked-3-processed-gene-9.1-mRNA-1	IPR001288,IPR019814,IPR019815
augustus_masked-12-processed-gene-97.1-mRNA-1	IPR003585,IPR042192
maker-6-augustus-gene-193.0-mRNA-1	IPR006539,IPR032630,IPR032631
snap_masked-447-processed-gene-0.11-mRNA-1	IPR001940
maker-12-snap-gene-75.39-mRNA-1	IPR001128,IPR002401
augustus_masked-460-processed-gene-0.5-mRNA-1	IPR001650,IPR002121,IPR002562,IPR011545,IPR014001,IPR018982,IPR032284
maker-172-snap-gene-10.6-mRNA-1	IPR000159,IPR000651,IPR001895,IPR008937,IPR015758
maker-25-snap-gene-117.18-mRNA-1	IPR000566,IPR002449
augustus_masked-470-processed-gene-0.4-mRNA-1	IPR006568,IPR007180
maker-109-augustus-gene-38.1-mRNA-1	IPR001766,IPR013638,IPR018533
maker-39-snap-gene-63.15-mRNA-1	IPR022174,IPR039947
maker-99-snap-gene-72.16-mRNA-1	IPR000738,IPR002305,IPR002306
augustus_masked-488-processed-gene-0.4-mRNA-1	IPR006572
maker-323-augustus-gene-47.11-mRNA-1	IPR003417
augustus_masked-31-processed-gene-55.2-mRNA-1	IPR002125
snap_masked-54-processed-gene-136.3-mRNA-1	IPR001453,IPR005110,IPR005111,IPR038987
maker-3-snap-gene-11.7-mRNA-1	IPR000047,IPR001356,IPR006820,IPR020479
snap_masked-372-processed-gene-8.38-mRNA-1	IPR002946,IPR004045,IPR030261
snap_masked-377-processed-gene-32.5-mRNA-1	IPR001849
maker-111004-augustus-gene-0.19-mRNA-1	IPR017384
augustus_masked-323-processed-gene-99.14-mRNA-1	IPR003131,IPR003969,IPR028325
augustus_masked-398-processed-gene-22.42-mRNA-1	IPR004367,IPR013763
maker-25-snap-gene-98.14-mRNA-1	IPR003780,IPR023754
augustus_masked-59-processed-gene-227.4-mRNA-1	IPR002549
snap_masked-145-processed-gene-19.28-mRNA-1	IPR001507
maker-197-snap-gene-5.3-mRNA-1	IPR004827,IPR029829,IPR040223
snap_masked-145-processed-gene-18.1-mRNA-1	IPR001107,IPR033294
maker-112780-snap-gene-0.5-mRNA-1	IPR008516
maker-17-snap-gene-61.4-mRNA-1	IPR030431
maker-21-augustus-gene-23.0-mRNA-1	IPR025749
maker-84-augustus-gene-3.29-mRNA-1	IPR013922
maker-239-augustus-gene-0.32-mRNA-1	IPR006076
maker-0start-augustus-gene-363.0-mRNA-1	IPR013026,IPR019734
maker-18-augustus-gene-107.15-mRNA-1	IPR000048,IPR001609,IPR002710
snap_masked-139-processed-gene-0.6-mRNA-1	IPR001548
augustus_masked-61-processed-gene-4.4-mRNA-1	IPR005043
maker-39-augustus-gene-91.21-mRNA-1	IPR019152
maker-229-snap-gene-2.5-mRNA-1	IPR013087,IPR039270
snap_masked-12-processed-gene-201.9-mRNA-1	IPR001356,IPR008598,IPR013087
augustus_masked-245649-processed-gene-0.2-mRNA-1	IPR005112,IPR037516
maker-68-augustus-gene-56.1-mRNA-1	IPR001930,IPR014782,IPR024571,IPR034017
snap_masked-10-processed-gene-109.0-mRNA-1	IPR000504,IPR027157
maker-295-snap-gene-42.22-mRNA-1	IPR000203,IPR000832,IPR017981
snap_masked-169-processed-gene-0.11-mRNA-1	IPR039184
snap_masked-7-processed-gene-181.1-mRNA-1	IPR000418,IPR006715,IPR032928
maker-0start-snap-gene-347.2-mRNA-1	IPR004277
augustus_masked-12-processed-gene-85.0-mRNA-1	IPR000867,IPR009168,IPR022321
snap_masked-472-processed-gene-12.1-mRNA-1	IPR021893,IPR042838
augustus_masked-245603-processed-gene-0.9-mRNA-1	IPR000504
snap_masked-246-processed-gene-14.3-mRNA-1	IPR026725
snap_masked-459-processed-gene-1.13-mRNA-1	IPR000494
maker-45-augustus-gene-3.1-mRNA-1	IPR004212
augustus_masked-147-processed-gene-6.16-mRNA-1	IPR001715,IPR028433
maker-394-snap-gene-1.26-mRNA-1	IPR001715,IPR003108
maker-109-snap-gene-55.0-mRNA-1	IPR001628
snap_masked-26-processed-gene-102.2-mRNA-1	IPR000719,IPR001245,IPR020635
maker-68-augustus-gene-16.14-mRNA-1	IPR000315,IPR001870,IPR003877,IPR003879,IPR006574
snap_masked-87-processed-gene-0.9-mRNA-1	IPR001766
snap_masked-2-processed-gene-14.0-mRNA-1	IPR013244,IPR029145
maker-29-augustus-gene-65.38-mRNA-1	IPR026079
maker-105-augustus-gene-2.8-mRNA-1	IPR001236,IPR001557,IPR022383
maker-0start-snap-gene-65.1-mRNA-1	IPR019510
snap_masked-192826-processed-gene-0.4-mRNA-1	IPR001650,IPR007502,IPR011545,IPR011709,IPR014001
snap_masked-32-processed-gene-207.0-mRNA-1	IPR004481,IPR004837,IPR030236
maker-157-snap-gene-1.46-mRNA-1	IPR007052,IPR027761,IPR037898
augustus_masked-30-processed-gene-3.17-mRNA-1	IPR004012
maker-10-augustus-gene-65.17-mRNA-1	IPR000010,IPR025760
augustus_masked-206-processed-gene-3.3-mRNA-1	IPR003599,IPR007110,IPR013098
snap_masked-60-processed-gene-0.7-mRNA-1	IPR003886
snap_masked-112927-processed-gene-0.9-mRNA-1	IPR000504
augustus_masked-451-processed-gene-12.15-mRNA-1	IPR001373,IPR016158,IPR019559
maker-32-snap-gene-140.4-mRNA-1	IPR013087,IPR030405
augustus_masked-6-processed-gene-305.1-mRNA-1	IPR000980
snap_masked-209-processed-gene-4.31-mRNA-1	IPR003598,IPR003599,IPR007110,IPR013098,IPR033029
maker-444-augustus-gene-6.54-mRNA-1	IPR016635,IPR022775
augustus_masked-113023-processed-gene-0.0-mRNA-1	IPR000504,IPR034636
snap_masked-442-processed-gene-7.11-mRNA-1	IPR029548
maker-54-augustus-gene-99.11-mRNA-1	IPR028171,IPR040031
maker-0start-snap-gene-110.5-mRNA-1	IPR000210,IPR003131
maker-1-augustus-gene-330.1-mRNA-1	IPR001077,IPR003697,IPR016461,IPR031725
maker-58-snap-gene-5.6-mRNA-1	IPR000008,IPR001565,IPR028378
maker-18-augustus-gene-68.5-mRNA-1	IPR000058,IPR002653
snap_masked-398-processed-gene-24.23-mRNA-1	IPR001164,IPR001849
maker-320-augustus-gene-5.9-mRNA-1	IPR001680,IPR001810,IPR017986,IPR020472,IPR021977
augustus_masked-32-processed-gene-216.14-mRNA-1	IPR001766
snap_masked-143-processed-gene-0.4-mRNA-1	IPR006820
maker-15-augustus-gene-30.1-mRNA-1	IPR001683,IPR015404,IPR028654
augustus_masked-62-processed-gene-55.0-mRNA-1	IPR000731,IPR003392
maker-19-augustus-gene-88.9-mRNA-1	IPR000008,IPR027006
maker-39-augustus-gene-39.5-mRNA-1	IPR001926,IPR002912
maker-28-augustus-gene-55.5-mRNA-1	IPR002110,IPR003887,IPR011320,IPR035007
snap_masked-2-processed-gene-219.6-mRNA-1	IPR000079,IPR031073
augustus_masked-220-processed-gene-49.31-mRNA-1	IPR002293,IPR015606,IPR029485
maker-39-augustus-gene-65.3-mRNA-1	IPR011489
maker-9-augustus-gene-27.17-mRNA-1	IPR011598
maker-12-snap-gene-72.30-mRNA-1	IPR001609,IPR040640
maker-47-snap-gene-20.3-mRNA-1	IPR008677
maker-387-snap-gene-1.13-mRNA-1	IPR002946,IPR010987
maker-99-augustus-gene-31.3-mRNA-1	IPR000086
maker-0start-augustus-gene-342.4-mRNA-1	IPR029239
maker-142-snap-gene-26.17-mRNA-1	IPR001672
maker-112399-augustus-gene-0.8-mRNA-1	IPR003020,IPR003024,IPR011531,IPR013769
maker-219-snap-gene-31.8-mRNA-1	IPR000008,IPR000909,IPR001192,IPR001711,IPR015359,IPR028395
maker-394-augustus-gene-4.34-mRNA-1	IPR032857
augustus_masked-32-processed-gene-193.5-mRNA-1	IPR040436
snap_masked-249630-processed-gene-0.0-mRNA-1	IPR001452,IPR034934
maker-418-augustus-gene-1.6-mRNA-1	IPR002126,IPR039808
maker-2-augustus-gene-247.0-mRNA-1	IPR004843,IPR006179,IPR008334
maker-16-augustus-gene-9.17-mRNA-1	IPR002077,IPR005446,IPR005452,IPR005821,IPR014873,IPR031649,IPR031688
snap_masked-56-processed-gene-10.8-mRNA-1	IPR029340
maker-268-augustus-gene-7.5-mRNA-1	IPR000313,IPR001487,IPR001965,IPR002893,IPR019787,IPR021931
snap_masked-30-processed-gene-15.14-mRNA-1	IPR030645
snap_masked-143-processed-gene-1.3-mRNA-1	IPR003598,IPR003599,IPR007110,IPR013098
maker-35-augustus-gene-21.1-mRNA-1	IPR006794,IPR013087
maker-399-augustus-gene-5.16-mRNA-1	IPR000719
maker-2-augustus-gene-132.4-mRNA-1	IPR012461
augustus_masked-99-processed-gene-124.0-mRNA-1	IPR003280,IPR005410,IPR013099
augustus_masked-250-processed-gene-0.11-mRNA-1	IPR003034,IPR004181,IPR023321
maker-248667-snap-gene-0.5-mRNA-1	IPR000276,IPR000499,IPR001112,IPR017452
maker-2-augustus-gene-213.21-mRNA-1	IPR000048,IPR001609,IPR004009,IPR032412
augustus_masked-111203-processed-gene-0.0-mRNA-1	IPR001680,IPR013026,IPR017986,IPR019734
maker-44-snap-gene-6.5-mRNA-1	IPR000734,IPR013818
maker-9-augustus-gene-67.2-mRNA-1	IPR010795,IPR017046
augustus_masked-0start-processed-gene-506.42-mRNA-1	IPR013087
augustus_masked-32-processed-gene-49.0-mRNA-1	IPR001806
augustus_masked-46-processed-gene-1.12-mRNA-1	IPR003737,IPR039516
maker-153-augustus-gene-1.10-mRNA-1	IPR039785
maker-281-snap-gene-2.18-mRNA-1	IPR001254,IPR001314,IPR008292
maker-12-augustus-gene-49.7-mRNA-1	IPR040364
augustus_masked-153-processed-gene-112.8-mRNA-1	IPR001356,IPR008598,IPR013087
snap_masked-281-processed-gene-2.34-mRNA-1	IPR005061
augustus_masked-1-processed-gene-160.1-mRNA-1	IPR003618,IPR017923
augustus_masked-2-processed-gene-140.1-mRNA-1	IPR001791,IPR002035,IPR008160
augustus_masked-25-processed-gene-19.13-mRNA-1	IPR003280,IPR013099
maker-49-augustus-gene-9.8-mRNA-1	IPR001810,IPR021625
maker-25-augustus-gene-33.0-mRNA-1	IPR001781,IPR003128,IPR028448,IPR032402
augustus_masked-62-processed-gene-18.0-mRNA-1	IPR001313,IPR033133
maker-112892-snap-gene-1.8-mRNA-1	IPR000742,IPR002049,IPR033329,IPR042635
maker-25-augustus-gene-141.6-mRNA-1	IPR002035,IPR008399,IPR008400,IPR017360
maker-246999-snap-gene-0.4-mRNA-1	IPR008594
maker-323-augustus-gene-49.19-mRNA-1	IPR001841,IPR003892,IPR040675
maker-10-snap-gene-6.11-mRNA-1	IPR000519,IPR031727
maker-107-augustus-gene-2.18-mRNA-1	IPR000276,IPR000628,IPR001817,IPR017452
augustus_masked-10-processed-gene-130.15-mRNA-1	IPR003316,IPR014889,IPR015648,IPR028314
maker-99-augustus-gene-16.13-mRNA-1	IPR000008,IPR028690
maker-54-augustus-gene-133.1-mRNA-1	IPR000591,IPR001849,IPR037370
augustus_masked-112625-processed-gene-0.0-mRNA-1	IPR001374
snap_masked-448-processed-gene-2.35-mRNA-1	IPR001839
augustus_masked-16-processed-gene-139.17-mRNA-1	IPR000162,IPR000337,IPR001828,IPR001883
maker-12-augustus-gene-49.6-mRNA-1	IPR013026,IPR019734,IPR040364
maker-241-augustus-gene-3.2-mRNA-1	IPR003124
maker-25-snap-gene-134.3-mRNA-1	IPR003599,IPR007110,IPR013106
augustus_masked-166-processed-gene-3.0-mRNA-1	IPR003599,IPR007110,IPR013098
maker-2-snap-gene-252.16-mRNA-1	IPR007271
augustus_masked-263-processed-gene-4.2-mRNA-1	IPR003926,IPR004031,IPR006187
augustus_masked-190-processed-gene-0.5-mRNA-1	IPR008160
augustus_masked-75-processed-gene-4.79-mRNA-1	IPR002044
maker-59-snap-gene-296.6-mRNA-1	IPR001357,IPR004274,IPR015388,IPR039189
augustus_masked-29-processed-gene-47.5-mRNA-1	IPR002129
maker-158-snap-gene-23.5-mRNA-1	IPR006933,IPR022154
maker-22-snap-gene-53.1-mRNA-1	IPR001937,IPR005849,IPR005850
snap_masked-192-processed-gene-0.3-mRNA-1	IPR012461
maker-323-augustus-gene-57.21-mRNA-1	IPR000796,IPR004839
